,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO
713,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,77.57
714,CM10G1030A00,CAM INOX 10MMØX10CM 300W 127V EXT.30CM,539.6,0.0
715,TUA00457,"TUB INOX 7/16""ØX335MM 1800W 440V ""M"" BUS",1380.0,0.0
716,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",330.8,92.24
717,BP00246,BAN P COMUN 218MMX85MM 800W440V 2BA T/TO,345.0,42.65
718,BP00247,BAN P COMUN 219MMX275MM 1800W440V 4B/TOR,994.64,155.39
719,BP00263,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,605.4,80.09
720,TUA00413,"TUB INOX 3/8""ØX175MM 350W220V ""U"" BUSH",735.65,177.85
721,TU5/16X203V240W,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1""",608.75,331.33
722,EE00059,PRE-SEPARADOR CINTA 7.8 OHMSX 3MT LONG,810.0,0.0
723,BO00063,BOB 8020 CAL.17 19MMØX355MM LON 21KW240V,788.48,0.0
724,RB00021,FAB BOB 8020 CAL.17 7000W 240V M/BAST,2818.4,0.0
725,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",812.43,111.07
726,TUA00453,"TUB INOX 5/8""ØX485MM 750W 254V RECTA/ALE",1030.0,236.06
727,CS14E1012A00,"CAS INOX 1/4""ØX2 1/2"" 125W 127V EXT30CM",457.82,32.24
728,TEA00103,TEA K ELEMENTO 12CMX EXT.40CM CERAMICO,1470.0,87.04
729,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,1072.93
730,PT00057,"PT-100 2MMX1"" DESNUDO EXT.113CM SOGUILLA",375.0,144.19
731,CAE00011,"CAE 9.4MMØx2""LONG ESC90°150W 220V Ext22""",375.0,0.0
732,TT00009,"TER T 3/16""ØX47MM EXT 3MT CON/SOG/CLAV",796.25,0.0
733,TT00010,"TER T 3/16""ØX82MM EXT 3MT CON/SOG/CLAV",850.5,0.0
734,P9K1J1D1G030,AK 1MMØX15CM EXT1MT MALLA CLA/MACHO,635.0,76.68
735,TU5/16X870J127V,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",702.59,227.18
736,P214J1BBA600,"PT-100 1/4""ØX15CM CON1/2""-1/2""NPT EXT30C",1265.0,521.59
737,BN00260,"BAN INOX 4""ØX4"" 500W230V T/TOR C/ALLEN",675.0,174.16
738,BN00261,BAN INOX 41MMØX203MM 1000W220V C/STD,696.0,91.63
739,CS38C1008A00,"CAS INOX 3/8""ØX1 1/2"" 80W 127V EXT.30CM",488.62,0.0
740,TJ00029,"TER J 3/16""x6"" LONG EXT 1.5 MTS PLICA",710.0,0.0
741,TUA00099,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V.",3349.0,0.0
742,TUA00191,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP",2665.0,0.0
743,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,435.72,97.49
744,BP00215,BAN P COMUN 45MMX390MM 1200W240V B/CERAM,648.3,97.53
745,RP00191,REPARACION TERMINALES BANDA 1500W 220V,419.0,10.7
746,BOBINA002,BOBINA DSD CAL.17 12mmØx410mm 4000W 254V,369.5,18.14
747,BOBINA003,BOBINA BASTIDOR 12mmØx410mm 12kW440V 3pz,4500.88,0.0
748,TUS00016,"TUB INOX. 5/16""Øx625mm 1200W, 220V. U",625.7,0.0
749,TUS00017,"TUB INOX 5/16""x625mm 950W 220V U",625.7,100.68
750,TUS00018,"TUB INOX. 5/16 Øx625mm 850W,220V U",625.7,0.0
751,PA00011,P.CUARZO 10CMX20CM 1600W440V EXT30CM TK,1518.0,0.0
752,PA00012,P.CUARZO 10CMX50CM 4000W440V EXT30CM TK,2776.65,0.0
753,TUA00458,"TUB INOX 1/4""ØX40CM 6000W230V ""U"" PLACA",2008.0,473.55
754,PT31B1G1AG00,"TER T 3/16""ØX11/2"" EXT.3MT PUNTA OJILLO",587.0,0.0
755,PT00087,"PT-100 3/8""ØX35MM EXT.1.5MT CON-1/2""NPT",780.5,0.0
756,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,0.0
757,TUA00461,"TUB INOX 7/16""ØX690MM 1000W 127V ""U"" BUS",1112.0,0.0
758,TUE00171,"TUB INOX 1/4""Øx297mm 1750W 220V ESP BUSH",1254.2,0.0
759,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",310.0,54.8
760,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,141.3
761,TUA00460,"TUB INOX 5/16""ØX325MM 1700W 240V ""M"" BUS",921.37,0.0
762,TUE00004,"TUBU"" 5/16""Øx280mm 600W 127V C/PLACA""",518.97,123.23
763,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,773.12
764,TEA00004,"TEA K"" 18mmØx540mm CABEZA MARINA""",1054.0,665.36
765,BN00216,BAN INOX 130MMØX60MM 800W 220V/380V,523.85,276.18
766,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,925.21
767,BL00012,BAN M/LUNA INOX 205mmx143mm. 1200W 120V,727.58,136.58
768,PJ31F1F1A400,"TER J 3/16""ØX4"" EXT.2MT MALLA/RES/ZAP",343.0,0.0
769,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,405.35
770,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,260.2
771,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,345.97
772,BL00057,BAN M/LUNA 100MMØX41MM 200W240V C/STD,404.65,0.0
773,BL00058,BAN M/LUNA 270MMX42MM 900W 240V C/STD,648.5,65.25
774,BP00265,BAN P COMUN 62MMX140MMX200M 900W240V ORI,648.5,64.34
775,BP00266,BAN P COMUN 62MMX140MMX200M 900W240V STD,693.35,64.34
776,TP0007,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,576.03,210.24
777,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,657.12,265.64
778,TP0009,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,499.7,205.2
779,BS00012,BP S/BLINDAJE 160MMX160MM 900W127V EXT3O,659.6,0.0
780,ABRAZA01,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,15.03
781,TEA00006,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",355.0,133.05
782,TEA00006,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",355.0,133.05
783,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,1357.1
784,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,1130.54
785,47980249,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,295.59
786,EE00060,"FAB TERMOPOZO 6MMØX85MM CON 1/2""NPT",1074.04,0.0
787,PJ000NH1A400,"TER J OJILLO 1/4""Ø EXT 5MT MALLA/RES/ZAP",788.88,42.63
788,P131B1I14000,"PT-100 3/16""ØX1 1/2"" EXT.7MT TEFLON 2HIL",727.31,0.0
789,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",624.27,54.8
790,PJ000GH1A000,"TER J OJILLO 3/16""Ø EXT 5MT MALLA ZAP",572.0,206.11
791,PJ000GJ1A000,"TER J OJILLO 3/16""Ø EXT 10MT MALLA ZAP",812.0,0.0
792,PT00063,PT-100 6MMØX110MM CONECTOR EXT15MTS,1548.0,0.0
793,BS00010,BS/BLINDAJE 168MMXLADO 700W127V F/OCTAGO,660.0,0.0
794,BN00263,BAN A/COMUN 345MMØX71MM 2000W 440V STD,1186.17,172.53
795,BP00267,BAN P COMUN 30MMX114CM 1500W110V T/TORNI,675.0,0.0
796,MR01934,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN",938.53,161.73
797,TUA00318,"TUB INOX ALETA 5/16""ØX600MM U 2KW254V BU",1666.18,0.0
798,TUA00459,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH",1165.95,345.97
799,CAS00083,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,607.1,0.0
800,CAS00084,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,611.51,0.0
801,CAS00085,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,753.42,0.0
802,CAS00086,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,535.48,0.0
803,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",572.5,144.4
804,PT00088,"PT-100 1/4""ØX215MM EXT1.5MT CON7/16""FINO",794.0,0.0
805,TUE00364,"TUB INOX 3/8""ØX210MM 1500W 240V CIRC/90°",941.0,165.65
806,BP00070,BAN P INOX 80MMX250MM 400W 220V T/TOR,636.3,110.15
807,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,400.0,171.87
808,TUA00376,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT",7133.17,0.0
809,TJ00092,"TER J 1/8""ØX120MM EXT2MT MALLA/TRAN5/16""",798.0,156.34
810,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,139.0,42.79
811,CBS00104,"CBS INOX 1/2""ØX8"" 350W 110V ESC EXT30CM",786.7,150.16
812,PT00034,"PT-1000 1/4""ØX2"" EXT. 1MT DE PVC 2 HILOS",2105.0,0.0
813,AJ00010,"AEROPACK J 1/8""ØX88MM EXT3MT CON1/8""NPT",652.0,0.0
814,TUE00367,"TUB INOX 5/6""ØX30CM 1800W220V ""J"" ESP/CO",968.5,0.0
815,TEE00017,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2218.27,1389.6
816,PT00047,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",810.0,257.6
817,TUA00177,"TUB INOX 5/16""x2580mm M 1800W 220V BUSHI",1552.5,0.0
818,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",348.0,54.8
819,RP00205,REAPARACION PLANCHA SERIGRAFIA 1.8KW120V,3120.0,1195.0
820,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,315.0,97.49
821,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,435.72,171.87
822,TU5/16X215V240W,"TUB INOX 5/16""ØX215MM 1500W 240V U 1""NPT",1127.0,0.0
823,TUE00105,"TUB INOX 1/2""Øx68CM U 4000W 220V PLACA C",4956.73,1306.63
824,70001694,CARTUCHO Ø 8 MM X340 MM 500W 220 V,407.0,155.25
825,70001696,CARTUCHO Ø 8MM X 520 MM 500 W 220 V,541.25,0.0
826,CBE00041,CBE INOX 10MMØX460MM 300W 48V EXT30CM,1365.0,0.0
827,CBS00056,CART INOX 11.43mmØx450mm 300W 48V CABLE,681.75,122.18
828,RP00206,REPARACION CARTUCHO 27MMØX2150MM 2KW440V,3200.0,0.0
829,RP00207,REPARACION CARTUCHO 27MMØX1800MM 2KW440V,3200.0,0.0
830,RP00208,REPARACION CARTUCHO 27MMØX1697MM 2KW440V,3200.0,0.0
831,TUE00061,"TUB COBRE 7/16""Øx415MM 18KW 500V ""J"" 3PZ",3521.6,585.92
832,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX,1299.32,429.81
833,TEA00023,"TEA K 1/2""Øx1800mm CON1/2-1/2 C/MARINA",4250.0,788.54
834,PT00033,PT-100 4mmx100mm EXT 2 MTS DOBLEZ A 45°,846.2,244.91
835,CS38K2025A2D,"CAS INOX 3/8""ØX5 1/2"" 250W240V EX1.5M PL",1050.69,0.0
836,TUE00366,"TUB INOX 5/16""ØX205MM 1500W240V ESPIR/BU",2132.55,0.0
837,PA00008,P.CUARZO 98MMX340MM 1600W110V EXT11CM TK,3650.0,790.28
838,PA00009,P.CUARZO 98MMX340MM 1600W110V EXT. 11CM,3250.0,753.71
839,PA00005,P.CUARZO 10CMX25.5CM 1000W240V EX40CM TK,2550.0,703.11
840,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,0.0
841,TUA00464,"TUB INOX ALETADA 7/16""ØX26CM 950W277V U",916.36,0.0
842,TUE00172,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",25258.15,5169.85
843,TUE00247,"TUB INOX 7/16""ØX490MM U ESP 3200W 220V",961.45,0.0
844,BP00259,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",485.2,89.76
845,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",570.3,72.34
846,BP00259,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",485.2,0.0
847,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",570.3,0.0
848,PJ31A1I1A400,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",686.0,0.0
849,BB2X2ST,"BOQUILLA 2X2""  350W 240V""",462.0,220.0
850,TUA00463,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4188.63,0.0
851,RP00165,REPARACION DE BATIDOR 16.6KW 440V,14000.0,0.0
852,TUA00436,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,333.0
853,PT00047,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS",810.0,257.6
854,TUE00061,"TUB COBRE 7/16""Øx415MM 18KW 500V ""J"" 3PZ",3521.6,1225.86
855,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",207.0,92.33
856,PT00089,"PT-100 3/8""ØX4"" EXT.1.5MT CON-1/4""NPT",1205.0,0.0
857,PJ04F1H1A400,"TER J 4MMØX4"" EXT 5MT F/MALLA/RES/ZAP ES",585.5,0.0
858,PK04F1H1A400,"TER K 4MMØX4"" EXT 5MT F/MALLA/RES/ZAP ES",648.0,0.0
859,TUA00438,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2""",1697.71,567.27
860,WRE-2774,BAN MICA Ø120MM X 50 MM 700W 440V T TOR,821.3,0.0
861,RM00043,RESISTENCIA 10CMX10CM 1060W120V B/CERAMI,4125.0,0.0
862,TUE00369,"TUB INOX 5/16""ØX150MMX221MM 1000W127V BU",1369.18,0.0
863,BL00059,BAN M/LUNA 165MMØX178MM 2000W 440V T/TOR,886.0,55.23
864,BP00239,BAN P COMUN 10CMX15CM 500W440V T/TOR4ORI,695.0,36.8
865,BP00263,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,665.0,80.09
866,EE00063,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,0.0
867,MA00021,"TERMOPOZO 3/8""ØX10CM CONEC 1/2""-1/2""NPT",600.0,179.31
868,P114R1AB0600,"PT-100 1/4""ØX3 1/2"" CON 1/2""-1/2""NPT C/M",1250.0,0.0
869,CAS00068,"CAS INOX 3/4""ØX12"" 4000W 260V EXT12"" FV",912.0,0.0
870,CAS00069,"CAS INOX 3/4""ØX24"" 2700W 220V EXT.12"" FV",1154.0,0.0
871,CAS00070,"CAS INOX 3/4""ØX85MM 500W 240V EXT.12"" FV",696.0,0.0
872,CAS00071,"CAS INOX 3/4""ØX260CM 2000W260V EXT.12""FV",888.0,0.0
873,70001690,CARTUCHO Ø 8 MM X 500 MM 500 W 220 V,509.0,0.0
874,70001694,CARTUCHO Ø 8 MM X340 MM 500W 220 V,407.0,122.67
875,97020238,"TUBULAR ""U"" 11mmØx510mm 3kW 289/500W 3pz",1939.0,0.0
876,TUA00468,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",1064.0,0.0
877,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
878,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",310.0,54.8
879,TUE00368,"TUB INOX 5/16""ØX132CM 1500W 127V ESP-BUS",1252.0,0.0
880,RPISTOLA01,PISTOLA DE AIRE 3500W 220V,720.0,82.15
881,TUA00222,"TUB INOX 5/16""Øx40CMS U 2000W 220V TAPON",1215.5,335.77
882,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,185.0,74.45
883,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,42.79
884,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,163.0,72.37
885,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,238.0,97.49
886,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",496.0,144.2
887,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,396.78
888,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,291.48
889,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,0.0
890,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,290.21
891,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,844.23
892,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.82
893,PJ31L1H1G400,"TER J 3/16""ØX45CM EXT5MT RES/CLAV/MACH",1007.0,0.0
894,TUS00125,"TUB INOX 1/4""ØX110CM 1100W120V RECTA PLA",853.0,0.0
895,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,338.22
896,TUA00471,"TUB INOX 5/16""ØX24CM 750W220V J TAPBOY",1139.86,0.0
897,RPISTOLA01,PISTOLA DE AIRE 3500W 220V,720.0,82.15
898,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,1135.53
899,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,1261.99
900,70001691,CALTA 8MM Ø X 240 MM 500 W 220 V RECTO,413.4,91.5
901,TJ00093,"TER J ESCUADRA 3/16""ØX25CMX5CM EXT 1.5MT",785.0,0.0
902,TUA00470,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",5909.84,0.0
903,TUA00467,"TUB INOX 7/16""ØX58CM 4200W 480V ""U"" PLAC",2235.9,0.0
904,TUA00453,"TUB INOX 5/8""ØX485MM 750W 254V RECTA/ALE",1030.0,0.0
905,BN00264,BAN INOX 40MMØX170MM 700W 240V T/TOR,435.0,0.0
906,TUA00469,"TUB INOX 7/16""ØX650MM 7600W 220V 2""NPT",5251.28,0.0
907,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX,1299.32,430.03
908,RP00209,REAPARACION DE HORNO 1500W 127V,1320.0,73.01
909,TP0018,"TERMOPAR CERAMICO T/ K"" LONG 18"" CAL.14""",483.54,72.97
910,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,72.37
911,65014-40,"CAE 9.4MMØX2.372"" 150W120V ESC90° EXT22""",490.0,0.0
912,67234-15,TJ 4MMØX30MM EXT.70.66CM MALLA INOX/ZAP,307.0,32.38
913,PJ06C1CHB000,"TER J 6MMØX2""  EXT.50CM F/SILICON Z/PIN",661.2,31.14
914,TUA00065,"TU Ø 3/8X 1155 MM ""J"" 1500W 440 V",1696.25,572.12
915,TUA00066,"TU Ø3/8 X 1155 MM ""J"" 1500W 440V TERMOST",2290.12,917.05
916,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,469.69
917,TUE00370,"TUB INOX 3/8""ØX95MM 900W115V CUADRADA",735.0,86.15
918,CM65C1020B02,CAS 6.5MMØX40MM 200W 127V EXT.3MT C/TJ,1587.0,210.34
919,TEA00044,"TEA K 1/2""ØX254MMLON 1/2""-1/2""NPT CAB/MA",1598.75,438.86
920,TEE00024,"TER K CAL. 8 x10"" C/FUNDA CERAMICA 17MM",2218.0,0.0
921,AK00013,"AK 1/8""ØX15"" CONEC3/8""NPTX5/16"" CLAV MAC",785.0,0.0
922,TUA00464,"TUB INOX ALETADA 7/16""ØX26CM 950W277V U",916.36,264.47
923,TP00007,TIRA P INOX. 300mmx38mm 500W 220V TORNIL,345.0,345.81
924,TUE00372,"TUB INOX 5/16""ØX352MMX215MM 900W127V TOR",787.5,0.0
925,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,154.31,62.95
926,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.0,48.2
927,BO00047,BOB 8020 CAL.22 2.8MMØX2MT GAZA 50MM 127,1654.34,0.0
928,BO00066,BOB 8020 CAL.22 2.8MMØX3MT GAZA 50MM 127,2481.59,0.0
929,47980626,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,457.78
930,TUE00371,"TUB INOX 1/4""ØX150CM 900W 230V 27DOBLEZ",1284.0,249.45
931,TUE00172,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",25258.15,2754.67
932,TP0007,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT,668.0,210.24
933,BN00158,BAN MICA INOX 33mmØx26mm 100W 230V CAJA,758.5,0.0
934,BO00044,BOB 8020 4MMØX600MM 1000W 127V T/OJILLO,525.0,10.82
935,TUE00075,"TUB INOX 5/16""ØX700MM 780W 220V ""M"" ESPE",625.2,43.81
936,TUE00198,"TUB INOX 5/16""ØX795MM 780W 120V T/TORNI",625.2,48.94
937,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.65
938,TUE00122,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB",983.0,227.62
939,TJ00081,TER J 6MMØX21MM EXT.1.5MTS MALLA/RESORTE,535.0,0.0
940,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
941,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
942,TUE00267,"TUB INOX 5/16""ØX296MM 1300W 110V ""M"" ESP",1048.97,6587.67
943,TUA00472,"TUB INOX 1/2""ØX345MM 500W240V U BUSH-M18",1056.35,348.7
944,TUA00437,"TUB INOX 1/2""ØX246MM 3000W480V ""M"" BUSH",985.0,242.78
945,PJ06C1CHB000,"TER J 6MMØX2""  EXT.50CM F/SILICON Z/PIN",661.2,0.0
946,PT00011,PT-100 FORMA ESPECIAL EXT. DE 1.5 MTS,935.0,185.95
947,TUA00258,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",2177.5,457.71
948,BN00055,BN INOX 111MMØX85MM 1000W127V CIERRE STD,1991.0,0.0
949,ABRAZA01,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,4.8
950,TUS00001,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,135.18
951,TUS00002,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR",705.5,136.6
