,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO
1189,CBE00040,"CBE INOX 3/8""ØX8"" 250W 240V EXT42"" 37""PL",1022.67,213.77
1190,TUA00049,"TUB INOX 5/16Øx1790mm 1300W 220V BUSHIG""",1386.16,291.33
1191,BP00259,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",790.0,89.76
1192,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",790.0,72.34
1193,BP00274,BAN P INOX 168MMX88MM 300W 240V EXT50CM,852.0,150.44
1194,BP00275,BAN P INOX 115MMX93MM 300W 240V EXT50CM,755.0,53.71
1195,BP00276,BAN P INOX 178MMX110MMX150MM 500W240V,852.0,108.81
1196,BC00010,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",2400.0,472.22
1197,TEA00108,"TEA K 3/16""ØX3/4"" EXT1.5MT CON-1/8"" NPT",620.2,170.55
1198,TUA00480,"TUB INOX 5/16""ØX114CM 1500W 220V U 1NPT",1642.35,0.0
1199,TUA00479,"TUB INOX 1/2""ØX85CM 22KW 440V CLIP/PLAC",8121.2,0.0
1200,TEA00110,"TEA J 3/16""ØX40CM EXT3MT C/TORNILLO 1/4""",742.45,166.83
1201,TUE00258,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,93.2
1202,TUE00258,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,93.2
1203,BC00030,BC INOX 137MMØX100MM 1800W 240V BLOCK,2529.4,663.12
1204,BP00277,BAN P INOX 45MMX200MM 350W 240V EXT30CM,608.36,0.0
1205,BP00278,BAN P INOX 70MMX122MM 350W 240V EXT30CM,636.38,0.0
1206,BN00270,"BAN INOX 2""ØX7"" 750W 127V EXT.30CM CANTO",1070.6,0.0
1207,BB2X2ST,"BOQUILLA 2X2""  350W 240V""",462.0,300.0
1208,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
1209,CS14K2040A00,"CAS INOX 1/4""ØX5 1/2"" 400W 240V EXT30CM",545.0,0.0
1210,CS14L2040A00,"CAS INOX 1/4""ØX6"" 400W 240V EXT30CM",585.0,53.33
1211,TP0006,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3.5 MT,488.0,126.71
1212,CAS00087,"CAS INOX 1/2""ØX4"" 600W 240V EXT3M 30CMSI",1098.74,235.35
1213,CAS00088,"CAS INOX 1/2""ØX4"" 600W240V EXT3M PLI30CM",1177.25,277.2
1214,TEA00109,"TEA J 1/4""ØX8"" EXT1.5MT C/TORNILLO-3/8""Ø",601.5,145.23
1215,BL00061,BAN M/LUNA 280MMØX260MM 3000W 440V CLAV,5901.45,1047.18
1216,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.7,265.64
1217,TP0009,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,521.04,205.2
1218,TP0010,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,125.68
1219,PJ31C1C1B000,"TER J 3/16""ØX2"" EXT50CM ZAP/PIN",378.26,99.22
1220,EE00071,FAB RESISTENCIA DSD CAL.12 X40CMX10CM,132.06,0.0
1221,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.68
1222,TUA00463,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4769.0,1931.62
1223,RP00227,REP. DE ELEMENTO TK CAL.20X36.5XCM,745.69,78.38
1224,TUA00481,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35,332.12
1225,TUA00481,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35,332.12
1226,EE00063,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,1721.28
1227,TUS00048,"TUB INOX. 5/16""Øx320mm 750W, 120V. U",768.5,63.09
1228,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
1229,TUS00113,"TUB INOX 1/4""ØX80CM 800W127V RECTA T/ZAP",623.37,69.55
1230,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,153.25,62.95
1231,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.68,265.64
1232,PJ18D2E1A410,"TER J 1/8""ØX2 1/2"" EXT1.5MT TRAN/RESOR",429.25,81.99
1233,TUA00482,"TUB INOX 7/16""ØX50CM 2500W 240V ""U"" BUSH",986.0,0.0
1234,CM10I2040A00,CAM INOX 10MMØX16CM 400W240V RECT EX30CM,545.0,63.37
1235,P25601AB0600,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",1075.31,521.55
1236,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,175.31,76.08
1237,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,611.8,211.36
1238,EE00075,"FAB. TUBO INOX 1/2""Ø C40 X 1.7M C/ALETAS",9499.6,0.0
1239,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
1240,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.0,48.2
1241,CS12N1050A00,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM",753.5,127.11
1242,CS58O2050A00,"CAS INOX 5/8""ØX9"" 500W 240V EXT30CM",812.93,0.0
1243,RP00225,REPARACION DE TANQUE DE BAÑO MARIA 127V,1364.0,0.0
1244,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95
1245,CAS00083,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,131.45
1246,CAS00084,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,137.63
1247,CAS00085,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,984.15,0.0
1248,CAS00086,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,699.47,126.29
1249,TUS00016,"TUB INOX. 5/16""Øx625mm 1200W, 220V. U",669.55,98.82
1250,TUS00017,"TUB INOX 5/16""x625mm 950W 220V U",669.55,112.34
1251,TUS00018,"TUB INOX. 5/16 Øx625mm 850W,220V U",669.55,99.83
1252,BO00066,BOB 8020 CAL.22 2.8MMØX3MT GAZA 50MM 127,2481.59,0.0
1253,RP00192,REPARACION DE HORNO LINDBERG/BLUE M,17450.0,0.2
1254,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,51.36
1255,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,190.0,68.2
1256,TEE00017,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2566.15,1164.2
1257,TUA00484,"TUB INOX 1/2""ØX850MM 6000W 240V ALET/PLA",2042.41,0.0
1258,TUE00384,"TUB INOX 1/4""ØX65MM 180W 127V CIRCU/BASE",486.0,18.45
1259,TUA00483,"TUB INOX 7/16""ØX36CM 2000W 240V ""M"" BUSH",1532.05,339.91
1260,EE00077,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,4810.0,0.0
1261,CBS00001,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",1800.18,676.87
1262,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,278.0
1263,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",325.0,96.83
1264,BP00259,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",635.97,89.76
1265,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",730.17,72.34
1266,PJ14R1B40A00,"TER J 1/4""ØX3 1/2"" CON-1/2""-1/2"" EXT30CM",439.66,420.67
1267,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,401.65
1268,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,385.09
1269,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,316.19
1270,P231E1AB0600,"PT-100 3/16""ØX3"" CON 1/2""-1/2"" NPT C/MAR",900.0,0.0
1271,P231J1AB0600,"PT-100 3/16""ØX15CM CON1/2""-1/2"" C/MAR",945.0,518.43
1272,CBS00092,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,2914.4,469.53
1273,BL00062,BAN M/LUNA 220MMØX155MM 1500W 440V C/STD,951.04,208.88
1274,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,120.0,0.0
1275,TUE00387,"TUB INOX 5/16""ØX27CM 1000W 240V ESPECIAL",1086.48,67.56
1276,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6
1277,TUA00325,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0,0.0
1278,TUA00486,"TUB INOX 1/2""ØX365MM 1650W127V ""M"" A 90°",1417.1,0.0
1279,RPISTOLA01,PISTOLA DE AIRE 3500W 220V,720.0,129.7
1280,BP00279,BAN P 38MMX105CM 1000W 240V T/TOR C/TK,863.14,257.11
1281,TU5/16X203V,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",650.0,325.78
1282,TUA00436,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,332.9
1283,TUS00128,"TUB INOX 1/4""ØX260CM 500W 240V RECTA TOR",610.0,197.83
1284,TUS00129,"TUB INOX 1/4""ØX235CM 500W 240V RECTA TOR",610.0,178.15
1285,TUS00130,"TUB INOX 1/4""ØX225CM 500W 240V RECTA TOR",610.0,171.15
1286,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.13,48.2
1287,TP0024,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",165.51,48.1
1288,EE00022,PLACAS DE FIBRA CERAMICA BARRENADAS,27808.0,0.0
1289,TK00028,"TER K 1/4""Øx79CM DOBLEZ 90° C.STD MAC/HE",519.0,78.24
1290,RP00223,REPARACION DE BOBINA 1800W 240V,993.12,42.65
1291,TUE00388,"TUB INOX 7/16""ØX34CM 3200W 220V ""M"" BUSH",1366.13,394.88
1292,BO00061,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,1545.0,0.0
1293,TUE00122,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB",983.0,129.28
1294,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,435.72,153.85
1295,CAS00089,"CAS 1/2""ØX17"" 1800W 480V EXT.15CM",1699.0,0.0
1296,RP00165,REPARACION DE BATIDOR 16.6KW 440V,14000.0,0.0
1297,TUE00389,"TUB INOX 1/4""ØX28CM 15KW 240V CLIP BUS/P",6591.1,1541.46
1298,TJ00037,"TER J 3/16""Øx1 1/2"" EXT 15 MTS.",1289.0,519.45
1299,TP0022,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,862.5,331.49
1300,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,462.0,153.85
1301,TUA00485,"TUB INOX 7/16""ØX44.5CM 3000W127V ""U"" BUS",1223.38,264.62
1302,TUA00098,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO",1045.31,199.05
1303,TUA00468,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",1270.84,0.0
1304,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,669.0,97.49
1305,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
1306,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,63.31
1307,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,190.0,65.16
1308,TJ00095,"TER J 3/16""ØX223MM EXT1MT DOBLEZ A  90°",561.7,0.0
1309,TJ00096,"TER J 3/16""ØX120MM EXT1MT DOBLEZ A  90°",542.65,0.0
1310,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1311,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6
1312,CBS00019,"CBS 5/16""ØX21.1/4"" LON 500W,230V EXT1.5M",1056.55,336.58
1313,TUA00191,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP",2665.0,1318.1
1314,TP0022,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,717.87,331.49
1315,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.7,186.16
1316,TP0009,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,521.04,205.2
1317,TP0010,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,125.68
1318,TUE00391,"TUB INOX 5/16""ØX2 1/2""Ø 350W 260V EXT 1M",3788.69,0.0
1319,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2
1320,TEE00012,"TE ""K"" TIPO LANZA 1/2""Ø X 1331MMC/PLICA",9981.1,485.13
1321,BN00271,BAN INOX 87MMØX35MM 500W 240V C/ALLEN,958.3,157.64
1322,RP00228,REAPARCION DE SELLADORA,802.0,63.9
1323,TUA00487,"TUB INOX 5/16""ØX295MM 12KW 240V CLIP/PLA",5309.11,1292.27
1324,TUE00390,"TUB INOX 5/16""ØX130MMØ 400W127V CIRCULAR",696.0,30.45
1325,P114Q1H90412,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS",1801.38,996.4
1326,P251L1J1B000,"PT-100 5/16""ØX45CM EXT 10MT MALLA/RESO",2360.0,0.0
1327,CBS00001,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",1800.18,0.0
1328,BS00006,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,3890.0,936.33
1329,BS00008,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,3890.0,0.0
1330,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,195.0,0.0
1331,BB00103,BB INOX 34MMØX40MM 100W 127V STD C/TJ,728.43,0.0
1332,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,301.31
1333,TUE00195,"TUB INOX. 5/16"" Øx2085mm ESP 1900W 230V",1318.7,919.68
1334,CBS00106,CBS INOX 14MMØX89CM 2000W240V EXT30CM,1009.65,286.34
1335,TU5/16X870J127V,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",827.59,227.18
1336,CAE00046,CAM INOX 16MMØX165MM 1000W 240V EXT30CM,873.75,137.33
1337,CM16I2090A00,CAM INOX 16MMØX160MM 900W 240V EXT.30CM,735.0,139.65
1338,TUA00258,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",2177.5,280.14
1339,BO00061,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,1545.0,89.98
1340,TUE00142,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",2220.7,448.24
1341,TUA00490,"TUB INOX 7/16""ØX50CM 4500W440V ""U"" 2""NPT",3643.7,0.0
1342,TUA00491,"TUB INOX 7/16""ØX63CM 2250W 440V ALETA/BU",1512.12,0.0
1343,BN00272,"BAN INOX 7""ØX3"" 2200W 220V CLAV/ALLEN",1800.69,328.36
1344,BB00102,BB INOX 38MMØX76MM 300W 120V C/TJ,1158.51,78.25
1345,CAS00044,"CART INOX 1/2"" Øx4"" 500W 120V CABLE 25CM",909.56,0.0
1346,CAE00045,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA",955.38,158.36
1347,CS12C1025A00,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM",710.0,96.96
1348,TUE00166,"TUB INOX 5/16""Øx695mm ESP 650W 120V",1385.5,140.88
1349,ABRAZA01,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,21.39
1350,47980249,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,301.12
1351,47980249,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,299.53
1352,47980626,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,499.2
1353,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,79.01
1354,TEA00095,"TEA J 1/4""ØX70CM EXT50CM TORM8/LOCO CLAV",620.35,0.0
1355,RP00229,REPARACION DE HORNO 1500W 127V,13688.0,0.0
1356,TUE00142,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",2220.7,293.13
1357,CAE00047,"CAS INOX 1/2""ØX13CM 250W 220V CON-1/2""",1121.7,0.0
1358,TUE00392,"TUB INOX 5/16""ØX172MM 1650W120V CIRCULAR",1302.15,0.0
1359,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1360,BO00005,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V,18482.78,1734.88
1361,CBS00092,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,1457.2,0.0
1362,ABRAZA01,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,21.39
1363,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,466.2
1364,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6
1365,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,315.59
1366,TEA00006,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",355.0,119.05
1367,TUS00131,"TUB INOX 7/16""ØX280CM 2000W 240V RECTA",1385.9,0.0
1368,TEA00111,"TEA K 5/8""ØX30CMX51CM C/MARINA 90° ""L""",1613.26,668.13
1369,TUS00052,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP",420.0,37.65
1370,TUA00401,"TUB INOX 7/16""ØX26CM 2700W 240V ""M"" BUSH",1166.63,0.0
1371,TUE00206,"TUB INOX 5/16""Øx930mm 1000W 127V CAPUCHO",576.65,0.0
1372,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4
1373,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6
1374,TUA00489,"TUB INOX 7/16""ØX42CM 6000W 240V ""U"" PLAC",3045.5,0.0
1375,TU5/16X870J127V,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",689.63,227.18
1376,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",3416.0,222.14
1377,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",815.0,222.0
1378,TUA00488,"TUB INOX 3/8""ØX400MM 1800W230V ""M"" ALE/B",1449.3,454.72
1379,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,395.29,97.49
1380,TP0004,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,266.0,97.3
1381,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,655.5,306.53
1382,CBS00107,"CBS 5/8""ØX330MM 1000W 240V CON1/2"" NPT",1435.2,0.0
1383,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,414.88
1384,TUE00393,"TUB INOX 1/4""ØX178MM 750W 110V ESP/CABLE",1110.0,0.0
1385,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,0.0
1386,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,828.0
1387,EE00077,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,4810.0,0.0
1388,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,360.7
1389,ECQ-00974,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1311.27
1390,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,773.21
1391,BO00061,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,3090.0,89.98
1392,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",410.0,57.6
1393,TUA00494,"TUB INOX 7/16""ØX105CM 24KW 480V 3PZ",11809.98,0.0
1394,TUA00433,"TUB INOX 1/2""ØX1015MM 5KW 240V ""U"" ALETA",2494.8,0.0
1395,TU5/16X203V,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",700.0,0.0
1396,PT00091,"PT-100 3/8""ØX3CM EXT30CM TEFLON 3HILOS",478.0,0.0
1397,CAS00083,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,131.45
1398,CAS00084,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,137.63
1399,PJ31A1I1A000,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",729.57,0.0
1400,PJ31A1I1A400,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",737.62,236.2
1401,CS58R2200A01,"CAS 5/8""ØX14"" 240V 2000W EXT1MT",1357.5,0.0
1402,TUA00493,"TUB INOX 5/16""ØX250MM 2000W 240V ""M"" BUS",1325.07,0.0
1403,CBS00109,"CBS INOX 5/8""ØX66CM 800W 480V EXT30CM",1981.88,0.0
1404,ECQ-00974,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,0.0
1405,70001698,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V,488.0,107.33
1406,CAS00035,"CAR INOX 3/8""Øx8"" 900W, 240V CABLE 30CMS",759.0,0.0
1407,RP00230,REPARACION DE PLANCHA DE CARTUCHOS 220V,5668.99,0.0
1408,RP00231,REPARACION DE MAQUINA,2300.0,0.0
1409,TUA00492,"TUB INOX 1/2""ØX40CM 4000W 220V ""M"" BUSH",2959.68,0.0
1410,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,0.0
1411,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",1000.0,226.23
1412,TUA00325,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0,4579.08
1413,RB00007,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,1897.27,78.09
1414,TP00018,"TIRA INOX 38MMX6"" 150W 127V T/TIPO H",510.0,51.16
1415,BP00006,BAN P INOX 1800x25mm 2800W 440V. CABLE,1888.0,0.0
1416,PJ31Q1G1A400,"TER J 3/16""ØX1/2"" EXT3MT MALLA INOX  Z/E",439.15,0.0
1417,BL00002,BL INOX 60mmØx50mm 400W 120/240V EXT30CM,925.82,65.31
1418,BN00145,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN,1910.5,286.13
1419,BN00146,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE",2020.42,421.91
1420,PT00079,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO,1177.07,477.16
1421,CS12F1040A00,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",712.0,102.31
1422,CS12H1050A00,"CAS INOX 1/2""ØX4"" 500W 127V EXT30CM",718.6,104.69
1423,TUE00394,"TUB INOX 5/16""ØX300MM 5300W 220V ""M"" ESP",2182.35,0.0
1424,TUA00470,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",5909.84,1884.35
1425,RB00007,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,1406.0,0.0
